toplevelcustomerid,client_account_number,start_date,last_transaction_date,total_rev_monthly_avg,XGB_Preds,RNN_Preds
166192,AS60158981,2019-01-18,2024-03-10,18,33,63
166209,AS60158998,2019-01-21,2024-03-12,19,33,63
166218,AS60159007,2019-01-21,2024-03-12,42,48,63
166239,AS60159028,2019-01-21,2024-03-12,60,63,63
166244,AS60159033,2019-01-21,2024-03-12,294,222,63
166248,AS60159037,2019-01-21,2024-03-12,44,55,63
166264,AS60159053,2019-01-22,2024-03-12,133,106,63
166265,AS60159054,2019-01-22,2024-03-12,57,59,63
166283,AS60159072,2019-01-22,2024-03-12,69,66,63
166310,AS60159099,2019-01-22,2024-03-11,17,33,63
166357,AS60159146,2019-01-23,2024-03-12,11,36,63
166359,AS60159148,2019-01-23,2024-03-12,63,64,63
166373,AS60159162,2019-01-23,2024-03-14,4,26,63
166383,AS60159172,2019-01-23,2024-03-12,73,69,63
166388,AS60159177,2019-01-23,2024-03-10,39,47,63
166392,AS60159181,2019-01-23,2024-03-10,38,48,63
166394,AS60159183,2019-01-23,2024-03-09,76,72,63
166409,AS60159198,2019-01-24,2024-03-12,64,60,63
166413,AS60159202,2019-01-24,2024-03-12,1126,1147,63
166437,AS60159226,2019-01-24,2024-03-12,14,31,63
166459,AS60159248,2019-01-24,2024-03-12,57,57,63
166475,AS60159264,2019-01-25,2024-03-12,811,624,63
166484,AS60159273,2019-01-25,2024-03-12,23,41,63
166488,AS60159277,2019-01-25,2024-03-12,30,42,63
166489,AS60159278,2019-01-25,2024-03-12,64,69,63
166510,AS60159299,2019-01-25,2024-03-12,70,69,63
166526,AS60159315,2019-01-25,2024-03-10,58,53,63
166533,AS60159322,2019-01-28,2024-03-12,100,88,63
166544,AS60159333,2019-01-28,2024-03-11,39,49,63
166546,AS60159335,2019-01-28,2024-03-09,27,41,63
166551,AS60159340,2019-01-28,2024-03-12,196,151,63
166560,AS60159349,2019-01-28,2024-03-11,82,73,63
166581,AS60159370,2019-01-28,2024-03-11,38,43,63
166586,AS60159375,2019-01-28,2024-03-12,114,88,63
166606,AS60159395,2019-01-29,2024-03-10,39,50,63
166607,AS60159396,2019-01-29,2024-03-11,139,117,63
166619,AS60159408,2019-01-29,2024-03-10,16,29,63
166644,AS60159433,2019-01-29,2024-03-12,24,39,63
166650,AS60159439,2019-01-30,2024-03-12,45,52,63
166675,AS60159464,2019-01-30,2024-03-12,36,46,63
166684,AS60159473,2019-01-30,2024-03-12,46,52,63
166694,AS60159483,2019-01-31,2024-03-11,16,33,63
166723,AS60159512,2019-01-31,2024-03-12,1001,615,63
166725,AS60159514,2019-01-31,2024-03-12,245,174,63
166730,AS60159519,2019-02-01,2024-03-12,1390,728,63
166753,AS60159542,2019-02-04,2024-03-09,56,60,63
166766,AS60159555,2019-02-04,2024-03-09,70,66,63
166795,AS60159584,2019-02-04,2024-03-11,38,46,63
166797,AS60159586,2019-02-04,2024-03-10,27,39,63
166801,AS60159590,2019-02-04,2024-03-12,59,62,63
166819,AS60159608,2019-02-05,2024-03-12,67,66,63
166829,AS60159618,2019-02-05,2024-03-12,36,44,63
166900,AS60159689,2019-02-07,2024-03-12,70,66,63
166909,AS60159698,2019-02-07,2024-03-12,98,86,63
166994,AS60159783,2019-02-11,2024-03-12,33,42,63
167014,AS60159803,2019-02-11,2024-03-11,68,65,63
167015,AS60159804,2019-02-11,2024-03-10,14,31,63
167019,AS60159808,2019-02-11,2024-03-11,303,206,63
167036,AS60159825,2019-02-12,2024-03-12,56,55,63
167052,AS60159841,2019-02-12,2024-03-10,84,80,63
167055,AS60159844,2019-02-12,2024-03-12,4,25,63
167066,AS60159855,2019-02-12,2024-03-12,199,148,63
167082,AS60159871,2019-02-13,2024-03-12,98,88,63
167094,AS60159883,2019-02-13,2024-03-12,13,31,63
167095,AS60159884,2019-02-13,2024-03-11,229,165,63
167102,AS60159891,2019-02-13,2024-03-12,23,36,63
167104,AS60159893,2019-02-13,2024-03-12,141,110,63
167107,AS60159896,2019-02-13,2024-03-12,6,26,63
167118,AS60159907,2019-02-13,2024-03-09,31,41,63
167120,AS60159909,2019-02-13,2024-03-12,57,59,63
167122,AS60159911,2019-02-13,2024-03-11,20,34,63
167123,AS60159912,2019-02-13,2024-03-11,8,27,63
167128,AS60159917,2019-02-13,2024-03-12,20,34,63
167134,AS60159923,2019-02-14,2024-03-12,66,66,63
167190,AS60159979,2019-02-15,2024-03-12,285,208,63
167191,AS60159980,2019-02-15,2024-03-10,24,35,63
167193,AS60159982,2019-02-15,2024-03-12,91,80,63
167204,AS60159993,2019-02-15,2024-03-11,29,41,63
167223,AS60160012,2019-02-15,2024-03-12,7,28,63
167236,AS60160025,2019-02-15,2024-03-11,33,45,63
167244,AS60160033,2019-02-15,2024-03-12,82,76,63
167252,AS60160041,2019-02-18,2024-03-14,22,36,63
167257,AS60160046,2019-02-18,2024-03-12,114,96,63
167259,AS60160048,2019-02-18,2024-03-12,13,31,63
167261,AS60160050,2019-02-18,2024-03-12,29,43,63
167268,AS60160057,2019-02-18,2024-03-09,146,112,63
167269,AS60160058,2019-02-18,2024-03-11,41,49,63
167303,AS60160092,2019-02-19,2024-03-12,57,60,63
167306,AS60160095,2019-02-19,2024-03-12,40,48,63
167313,AS60160102,2019-02-19,2024-03-11,20,36,63
167331,AS60160120,2019-02-19,2024-03-12,66,63,63
167341,AS60160130,2019-02-19,2024-03-09,17,33,63
167343,AS60160132,2019-02-19,2024-03-10,3,24,63
167357,AS60160146,2019-02-20,2024-03-12,73,69,63
167358,AS60160147,2019-02-20,2024-03-12,99,65,63
167361,AS60160150,2019-02-20,2024-03-12,16,32,63
167364,AS60160153,2019-02-20,2024-03-12,66,64,63
167366,AS60160155,2019-02-20,2024-03-12,6,27,63
167377,AS60160166,2019-02-20,2024-03-12,170,133,63
167380,AS60160169,2019-02-20,2024-03-12,65,63,63
167391,AS60160180,2019-02-20,2024-03-12,604,432,63
167398,AS60160187,2019-02-21,2024-03-12,156,120,63
167407,AS60160196,2019-02-21,2024-03-12,42,51,63
167412,AS60160201,2019-02-21,2024-03-12,55,58,63
167413,AS60160202,2019-02-21,2024-03-12,59,62,63
167417,AS60160206,2019-02-21,2024-03-11,263,41,63
167425,AS60160214,2019-02-21,2024-03-12,34,45,63
167433,AS60160222,2019-02-21,2024-03-12,70,66,63
167440,AS60160229,2019-02-21,2024-03-12,192,144,63
167450,AS60160239,2019-02-22,2024-03-11,50,51,63
167466,AS60160255,2019-02-22,2024-03-12,169,109,63
167470,AS60160259,2019-02-22,2024-03-12,35,35,63
167477,AS60160266,2019-02-22,2024-03-12,43,38,63
167481,AS60160270,2019-02-25,2024-03-11,31,41,63
167490,AS60160279,2019-02-25,2024-03-14,189,139,63
167494,AS60160283,2019-02-25,2024-03-11,46,49,63
167497,AS60160286,2019-02-25,2024-03-09,20,33,63
167502,AS60160291,2019-02-25,2024-03-09,126,103,63
167546,AS60160335,2019-02-26,2024-03-12,79,73,63
167548,AS60160337,2019-02-26,2024-03-12,232,168,63
167549,AS60160338,2019-02-26,2024-03-11,3,25,63
167551,AS60160340,2019-02-26,2024-03-12,84,72,63
167557,AS60160346,2019-02-27,2024-03-12,122,97,63
167561,AS60160350,2019-02-27,2024-03-14,97,80,63
167580,AS60160369,2019-02-27,2024-03-12,446,330,63
167625,AS60160414,2019-02-28,2024-03-09,78,69,63
167626,AS60160415,2019-02-28,2024-03-12,64,67,63
167645,AS60160434,2019-02-28,2024-03-12,225,165,63
167650,AS60160439,2019-02-28,2024-03-12,518,362,63
167674,AS60160463,2019-02-28,2024-03-12,30,41,63
167689,AS60160478,2019-03-01,2024-03-12,156,126,63
167690,AS60160479,2019-03-01,2024-03-11,48,50,63
167720,AS60160509,2019-03-01,2024-03-11,40,51,63
167732,AS60160521,2019-03-01,2024-03-14,1912,763,63
167743,AS60160532,2019-03-04,2024-03-12,162,128,63
167746,AS60160535,2019-03-04,2024-03-12,27,39,63
167789,AS60160578,2019-03-05,2024-03-12,40,50,63
167797,AS60160586,2019-03-05,2024-03-12,90,84,63
167808,AS60160597,2019-03-05,2024-03-11,95,103,63
167819,AS60160608,2019-03-05,2024-03-12,2,24,63
167828,AS60160617,2019-03-05,2024-03-12,61,62,63
167850,AS60160639,2019-03-06,2024-03-12,33,43,63
167857,AS60160646,2019-03-06,2024-03-12,426,318,63
167866,AS60160655,2019-03-06,2024-03-12,196,144,63
167874,AS60160663,2019-03-06,2024-03-11,7,28,63
167875,AS60160664,2019-03-06,2024-03-11,31,41,63
167878,AS60160667,2019-03-06,2024-03-12,327,488,63
167881,AS60160670,2019-03-06,2024-03-11,52,55,63
167888,AS60160677,2019-03-06,2024-03-12,101,91,63
167920,AS60160709,2019-03-07,2024-03-12,34,46,63
167976,AS60160765,2019-03-08,2024-03-10,7,29,63
168003,AS60160792,2019-03-08,2024-03-12,14,32,63
168005,AS60160794,2019-03-08,2024-03-10,13,39,63
168007,AS60160796,2019-03-08,2024-03-12,468,316,63
168010,AS60160799,2019-03-11,2024-03-12,202,155,63
168023,AS60160812,2019-03-11,2024-03-12,81,72,63
168053,AS60160842,2019-03-12,2024-03-12,706,357,63
168067,AS60160856,2019-03-12,2024-03-09,7,28,63
168071,AS60160860,2019-03-12,2024-03-10,45,49,63
168080,AS60160869,2019-03-12,2024-03-10,23,35,63
168098,AS60160887,2019-03-13,2024-03-12,64,60,63
168099,AS60160888,2019-03-13,2024-03-14,52,54,63
168109,AS60160898,2019-03-13,2024-03-12,146,115,63
168116,AS60160905,2019-03-13,2024-03-12,102,86,63
168123,AS60160912,2019-03-13,2024-03-12,13,29,63
168141,AS60160930,2019-03-13,2024-03-12,252,194,63
168178,AS60160967,2019-03-14,2024-03-11,24,38,63
168181,AS60160970,2019-03-14,2024-03-12,213,167,63
168192,AS60160981,2019-03-14,2024-03-11,622,39,63
168201,AS60160990,2019-03-14,2024-03-12,183,143,63
168208,AS60160997,2019-03-15,2024-03-11,5,25,63
168215,AS60161004,2019-03-15,2024-03-12,118,97,63
168242,AS60161031,2019-03-15,2024-03-11,44,48,63
168263,AS60161052,2019-03-16,2024-03-09,22,37,63
168268,AS60161057,2019-03-16,2024-03-09,133,105,63
168270,AS60161059,2019-03-16,2024-03-12,79,70,63
168286,AS60161075,2019-03-18,2024-03-12,164,129,63
168292,AS60161081,2019-03-18,2024-03-12,130,86,63
168300,AS60161089,2019-03-18,2024-03-11,13,30,63
168304,AS60161093,2019-03-18,2024-03-12,652,445,63
168315,AS60161104,2019-03-18,2024-03-11,634,393,63
168319,AS60161108,2019-03-18,2024-03-12,89,87,63
168320,AS60161109,2019-03-18,2024-03-11,64,60,63
168336,AS60161125,2019-03-19,2024-03-12,1692,911,63
168339,AS60161127,2019-03-19,2024-03-12,96,84,63
168340,AS60161128,2019-03-19,2024-03-12,83,78,63
168370,AS60161158,2019-03-19,2024-03-12,106,98,63
168387,AS60161175,2019-03-20,2024-03-14,46,52,63
168418,AS60161205,2019-03-20,2024-03-12,30,44,63
168431,AS60161218,2019-03-20,2024-03-10,261,174,63
168446,AS60161233,2019-03-20,2024-03-11,98,65,63
168456,AS60161243,2019-03-21,2024-03-11,51,56,63
168462,AS60161249,2019-03-21,2024-03-12,270,205,63
168466,AS60161253,2019-03-21,2024-03-12,378,245,63
168502,AS60161289,2019-03-21,2024-03-12,225,169,63
168508,AS60161295,2019-03-21,2024-03-11,17,29,63
168513,AS60161300,2019-03-21,2024-03-11,308,209,63
168520,AS60161307,2019-03-21,2024-03-11,96,88,63
168527,AS60161314,2019-03-22,2024-03-12,102,86,63
168532,AS60161319,2019-03-22,2024-03-12,75,68,63
168550,AS60161337,2019-03-22,2024-03-10,281,216,63
168552,AS60161339,2019-03-22,2024-03-12,158,119,63
168561,AS60161348,2019-03-22,2024-03-12,677,491,63
168580,AS60161367,2019-03-25,2024-03-12,240,184,63
168595,AS60161382,2019-03-25,2024-03-12,238,180,63
168597,AS60161384,2019-03-26,2024-03-11,88,80,63
168603,AS60161390,2019-03-26,2024-03-12,23,34,63
168635,AS60161422,2019-03-26,2024-03-12,1056,1133,63
168638,AS60161425,2019-03-26,2024-03-11,60,64,63
168644,AS60161431,2019-03-26,2024-03-12,191,142,63
168660,AS60161447,2019-03-26,2024-03-12,79,76,63
168673,AS60161460,2019-03-26,2024-03-12,61,45,63
168679,AS60161466,2019-03-26,2024-03-12,431,295,63
168687,AS60161474,2019-03-27,2024-03-09,41,51,63
168693,AS60161480,2019-03-27,2024-03-12,65,66,63
168694,AS60161481,2019-03-27,2024-03-12,18,34,63
168703,AS60161490,2019-03-27,2024-03-09,21,36,63
168704,AS60161491,2019-03-27,2024-03-12,150,116,63
168709,AS60161496,2019-03-27,2024-03-12,300,209,63
168720,AS60161507,2019-03-27,2024-03-12,280,208,63
168731,AS60161518,2019-03-27,2024-03-11,28,39,63
168735,AS60161522,2019-03-27,2024-03-12,154,118,63
168745,AS60161532,2019-03-28,2024-03-12,28,39,63
168760,AS60161547,2019-03-28,2024-03-12,24,37,63
168771,AS60161558,2019-03-28,2024-03-10,28,41,63
168774,AS60161561,2019-03-28,2024-03-12,103,84,63
168781,AS60161568,2019-03-28,2024-03-11,160,41,63
168794,AS60161581,2019-03-29,2024-03-12,10,29,63
168814,AS60161601,2019-03-29,2024-03-14,120,92,63
168818,AS60161605,2019-03-29,2024-03-11,136,115,63
168820,AS60161607,2019-03-29,2024-03-12,28,39,63
168838,AS60161625,2019-03-30,2024-03-12,105,94,63
168857,AS60161644,2019-04-01,2024-03-12,295,224,63
168864,AS60161651,2019-04-01,2024-03-11,57,61,63
168888,AS60161675,2019-04-02,2024-03-12,88,82,63
168896,AS60161683,2019-04-02,2024-03-12,148,114,63
168900,AS60161687,2019-04-02,2024-03-12,55,59,63
168908,AS60161695,2019-04-02,2024-03-11,6,26,63
168917,AS60161704,2019-04-02,2024-03-11,24,38,63
168918,AS60161705,2019-04-02,2024-03-12,132,105,63
168921,AS60161708,2019-04-02,2024-03-12,40,51,63
168941,AS60161728,2019-04-02,2024-03-12,3710,2804,63
168945,AS60161732,2019-04-02,2024-03-12,82,78,63
168948,AS60161735,2019-04-02,2024-03-12,29,43,63
168977,AS60161764,2019-04-03,2024-03-12,34,43,63
168990,AS60161777,2019-04-03,2024-03-10,36,48,63
168997,AS60161784,2019-04-03,2024-03-12,607,429,63
169000,AS60161787,2019-04-03,2024-03-12,107,91,63
169012,AS60161799,2019-04-03,2024-03-12,87,78,63
169016,AS60161803,2019-04-04,2024-03-12,26,38,63
169043,AS60161829,2019-04-04,2024-03-12,34,41,63
169053,AS60161838,2019-04-04,2024-03-12,618,469,63
169077,AS60161862,2019-04-05,2024-03-12,136,107,63
169078,AS60161863,2019-04-05,2024-03-12,173,117,63
169109,AS60161894,2019-04-05,2024-03-11,15,33,63
169125,AS60161907,2019-04-05,2024-03-12,68,69,63
169137,AS60161918,2019-04-06,2024-03-12,248,172,63
169139,AS60161920,2019-04-06,2024-03-11,24,38,63
169148,AS60161929,2019-04-06,2024-03-11,74,69,63
169152,AS60161933,2019-04-06,2024-03-12,78,73,63
169160,AS60161941,2019-04-08,2024-03-10,39,47,63
169165,AS60161946,2019-04-08,2024-03-09,58,59,63
169170,AS60161951,2019-04-08,2024-03-12,52,55,63
169177,AS60161958,2019-04-08,2024-03-09,12,29,63
169182,AS60161963,2019-04-08,2024-03-11,20,35,63
169190,AS60161971,2019-04-08,2024-03-09,21,36,63
169201,AS60161982,2019-04-09,2024-03-14,45,52,63
169205,AS60161986,2019-04-09,2024-03-12,30,41,63
169216,AS60161997,2019-04-09,2024-03-12,106,90,63
169255,AS60162036,2019-04-09,2024-03-12,1056,860,63
169256,AS60162037,2019-04-09,2024-03-11,6,25,63
169267,AS60162048,2019-04-09,2024-03-12,15,33,63
169272,AS60162053,2019-04-09,2024-03-10,17,31,63
169286,AS60162067,2019-04-10,2024-03-12,339,321,63
169295,AS60162076,2019-04-10,2024-03-12,403,271,63
169305,AS60162086,2019-04-10,2024-03-13,918,525,63
169307,AS60162088,2019-04-10,2024-03-11,33,41,63
169334,AS60162115,2019-04-10,2024-03-12,107,93,63
169344,AS60162125,2019-04-10,2024-03-12,943,674,63
169367,AS60162148,2019-04-11,2024-03-12,70,59,63
169375,AS60162156,2019-04-11,2024-03-11,35,46,63
169401,AS60162182,2019-04-11,2024-03-12,559,388,63
169403,AS60162184,2019-04-11,2024-03-12,24,35,63
169425,AS60162206,2019-04-12,2024-03-12,767,521,63
169429,AS60162210,2019-04-12,2024-03-11,28,38,63
169480,AS60162261,2019-04-12,2024-03-12,83,77,63
169486,AS60162267,2019-04-13,2024-03-11,131,108,63
169493,AS60162274,2019-04-15,2024-03-12,51,52,63
169494,AS60162275,2019-04-15,2024-03-09,107,93,63
169518,AS60162299,2019-04-15,2024-03-12,182,143,63
169532,AS60162313,2019-04-15,2024-03-10,122,97,63
169533,AS60162314,2019-04-15,2024-03-12,17,32,63
169575,AS60162356,2019-04-16,2024-03-12,829,704,63
169613,AS60162394,2019-04-17,2024-03-12,58,57,63
169624,AS60162405,2019-04-17,2024-03-12,26,40,63
169636,AS60162417,2019-04-17,2024-03-12,30,39,63
169643,AS60162424,2019-04-17,2024-03-11,202,154,63
169652,AS60162433,2019-04-17,2024-03-12,361,291,63
169661,AS60162442,2019-04-17,2024-03-12,16,33,63
169668,AS60162449,2019-04-17,2024-03-12,86,62,63
169681,AS60162462,2019-04-18,2024-03-12,368,257,63
169723,AS60162504,2019-04-18,2024-03-12,56,56,63
169735,AS60162516,2019-04-18,2024-03-11,30,43,63
169753,AS60162534,2019-04-23,2024-03-12,843,676,63
169785,AS60162566,2019-04-23,2024-03-12,9,29,63
169792,AS60162573,2019-04-24,2024-03-11,105,91,63
169832,AS60162613,2019-04-24,2024-03-11,26,37,63
169875,AS60162656,2019-04-25,2024-03-12,262,200,63
169901,AS60162682,2019-04-25,2024-03-12,62,64,63
169940,AS60162721,2019-04-26,2024-03-12,511,360,63
169957,AS60162738,2019-04-26,2024-03-12,71,68,63
169970,AS60162751,2019-04-29,2024-03-12,25,37,63
169977,AS60162758,2019-04-29,2024-03-09,12,29,63
169984,AS60162765,2019-04-29,2024-03-12,49,56,63
170000,AS60162781,2019-04-29,2024-03-09,17,32,63
170055,AS60162835,2019-04-30,2024-03-09,16,36,63
170069,AS60162849,2019-04-30,2024-03-12,965,768,63
170079,AS60162859,2019-05-01,2024-03-12,73,70,63
170084,AS60162864,2019-05-01,2024-03-09,56,58,63
170110,AS60162890,2019-05-01,2024-03-09,156,124,63
170122,AS60162902,2019-05-01,2024-03-10,21,36,63
170131,AS60162911,2019-05-01,2024-03-13,7,26,63
170137,AS60162917,2019-05-02,2024-03-11,97,84,63
170162,AS60162942,2019-05-02,2024-03-12,161,121,63
170170,AS60162950,2019-05-02,2024-03-12,69,67,63
170182,AS60162962,2019-05-02,2024-03-12,138,112,63
170204,AS60162984,2019-05-03,2024-03-12,63,62,63
170212,AS60162992,2019-05-03,2024-03-12,133,104,63
170213,AS60162993,2019-05-03,2024-03-12,174,133,63
170221,AS60163001,2019-05-03,2024-03-11,207,156,63
170225,AS60163005,2019-05-03,2024-03-12,111,95,63
170235,AS60163014,2019-05-03,2024-03-12,481,360,63
170236,AS60163015,2019-05-03,2024-03-12,38,47,63
170252,AS60163031,2019-05-03,2024-03-12,30,45,63
170266,AS60163045,2019-05-07,2024-03-11,8,27,63
170274,AS60163053,2019-05-07,2024-03-12,47,53,63
170296,AS60163075,2019-05-07,2024-03-11,24,40,63
170303,AS60163082,2019-05-07,2024-03-12,201,119,63
170308,AS60163087,2019-05-07,2024-03-12,19,36,63
170327,AS60163106,2019-05-08,2024-03-12,23,38,63
170329,AS60163108,2019-05-08,2024-03-12,42,40,63
170338,AS60163117,2019-05-08,2024-03-11,15,32,63
170350,AS60163129,2019-05-08,2024-03-12,256,165,63
170353,AS60163132,2019-05-08,2024-03-12,11,29,63
170371,AS60163150,2019-05-09,2024-03-11,225,158,63
170375,AS60163154,2019-05-09,2024-03-12,132,107,63
170385,AS60163164,2019-05-09,2024-03-09,226,41,63
170397,AS60163176,2019-05-09,2024-03-11,140,109,63
170430,AS60163209,2019-05-10,2024-03-12,265,195,63
170433,AS60163212,2019-05-10,2024-03-12,727,445,63
170443,AS60163222,2019-05-10,2024-03-14,150,113,63
170446,AS60163225,2019-05-10,2024-03-14,92,80,63
170450,AS60163229,2019-05-10,2024-03-12,1711,976,63
170493,AS60163272,2019-05-13,2024-03-12,57,59,63
170498,AS60163277,2019-05-13,2024-03-11,4,24,63
170503,AS60163282,2019-05-13,2024-03-11,25,39,63
170520,AS60163299,2019-05-13,2024-03-12,93,72,63
170523,AS60163302,2019-05-13,2024-03-12,119,99,63
170529,AS60163308,2019-05-13,2024-03-12,618,379,63
170536,AS60163315,2019-05-13,2024-03-11,3,25,63
170556,AS60163335,2019-05-14,2024-03-12,166,129,63
170566,AS60163345,2019-05-14,2024-03-09,33,42,63
170575,AS60163354,2019-05-14,2024-03-12,102,90,63
170583,AS60163362,2019-05-14,2024-03-11,23,36,63
170602,AS60163381,2019-05-14,2024-03-12,10,29,63
170717,AS60163496,2019-05-16,2024-03-12,81,70,63
170723,AS60163502,2019-05-16,2024-03-12,124,105,63
170755,AS60163534,2019-05-16,2024-03-12,131,103,63
170774,AS60163553,2019-05-17,2024-03-11,91,86,63
170780,AS60163559,2019-05-17,2024-03-12,972,632,63
170783,AS60163562,2019-05-17,2024-03-12,46,51,63
170837,AS60163616,2019-05-20,2024-03-12,73,69,63
170847,AS60163626,2019-05-20,2024-03-12,63,61,63
170875,AS60163654,2019-05-20,2024-03-12,16,31,63
170881,AS60163660,2019-05-21,2024-03-12,97,86,63
170883,AS60163662,2019-05-21,2024-03-10,27,38,63
170894,AS60163673,2019-05-21,2024-03-12,173,134,63
170898,AS60163677,2019-05-21,2024-03-12,73,82,63
170899,AS60163678,2019-05-21,2024-03-11,56,55,63
170901,AS60163680,2019-05-21,2024-03-11,115,92,63
170908,AS60163687,2019-05-21,2024-03-12,53,58,63
170950,AS60163729,2019-05-22,2024-03-12,59,63,63
171006,AS60163785,2019-05-23,2024-03-12,27,40,63
171023,AS60163802,2019-05-23,2024-03-09,24,39,63
171030,AS60163809,2019-05-23,2024-03-12,1130,638,63
171040,AS60163819,2019-05-23,2024-03-12,62,66,63
171044,AS60163823,2019-05-23,2024-03-12,829,555,63
171046,AS60163825,2019-05-24,2024-03-11,63,50,63
171053,AS60163832,2019-05-24,2024-03-09,102,41,63
171096,AS60163875,2019-05-28,2024-03-11,187,148,63
171125,AS60163904,2019-05-28,2024-03-12,23,36,63
171128,AS60163907,2019-05-28,2024-03-10,74,71,63
171192,AS60163971,2019-05-29,2024-03-12,614,476,63
171209,AS60163988,2019-05-29,2024-03-09,16,32,63
171213,AS60163992,2019-05-29,2024-03-12,231,164,63
171222,AS60164001,2019-05-29,2024-03-12,109,92,63
171236,AS60164015,2019-05-30,2024-03-09,48,53,63
171239,AS60164018,2019-05-30,2024-03-12,16,31,63
171255,AS60164034,2019-05-30,2024-03-12,153,125,63
171257,AS60164036,2019-05-30,2024-03-12,37,45,63
171260,AS60164039,2019-05-30,2024-03-12,169,121,63
171267,AS60164046,2019-05-30,2024-03-11,45,51,63
171290,AS60164069,2019-05-31,2024-03-12,38,47,63
171298,AS60164077,2019-05-31,2024-03-12,205,156,63
171313,AS60164092,2019-05-31,2024-03-12,180,132,63
171316,AS60164095,2019-06-03,2024-03-12,116,98,63
171322,AS60164101,2019-06-03,2024-03-11,86,80,63
171341,AS60164120,2019-06-03,2024-03-09,10,29,63
171342,AS60164121,2019-06-03,2024-03-12,186,136,63
171368,AS60164147,2019-06-03,2024-03-11,196,145,63
171371,AS60164150,2019-06-03,2024-03-12,83,77,63
171375,AS60164154,2019-06-03,2024-03-11,18,33,63
171376,AS60164155,2019-06-03,2024-03-12,310,197,63
171378,AS60164157,2019-06-03,2024-03-12,260,192,63
171399,AS60164178,2019-06-04,2024-03-09,46,52,63
171400,AS60164179,2019-06-04,2024-03-12,18,34,63
171403,AS60164182,2019-06-04,2024-03-12,22,37,63
171427,AS60164206,2019-06-04,2024-03-12,481,307,63
171453,AS60164232,2019-06-05,2024-03-11,83,76,63
171487,AS60164266,2019-06-05,2024-03-12,407,287,63
171492,AS60164271,2019-06-06,2024-03-14,733,415,63
171502,AS60164281,2019-06-06,2024-03-12,100,87,63
171508,AS60164287,2019-06-06,2024-03-11,26,43,63
171512,AS60164291,2019-06-06,2024-03-12,161,117,63
171534,AS60164313,2019-06-06,2024-03-12,46,52,63
171538,AS60164317,2019-06-06,2024-03-12,417,287,63
